FIPS,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Carpooled,% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Motorcycle,% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Other Means,% Workers 16 Years and Over: Worked At Home
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 404.12, Clayton County, Georgia",ga,150,0,ACSSF,5171,,,,,13,63,,,,40412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404123,,,2717362,8125,939,848,672,176,13,0,0,0,10,68,90.31,71.57,18.74,1.38,0,0,0,1.06,7.24
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 404.13, Clayton County, Georgia",ga,150,0,ACSSF,5172,,,,,13,63,,,,40413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404131,,,1876881,36468,1230,1049,880,169,0,0,0,0,78,103,85.28,71.54,13.74,0,0,0,0,6.34,8.37
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 404.13, Clayton County, Georgia",ga,150,0,ACSSF,5173,,,,,13,63,,,,40413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404132,,,3549049,37897,2542,2345,2124,221,0,0,0,57,89,51,92.25,83.56,8.69,0,0,0,2.24,3.5,2.01
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 404.14, Clayton County, Georgia",ga,150,0,ACSSF,5174,,,,,13,63,,,,40414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404141,,,2097774,2891,872,770,570,200,59,0,16,0,13,14,88.3,65.37,22.94,6.77,0,1.83,0,1.49,1.61
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 404.15, Clayton County, Georgia",ga,150,0,ACSSF,5175,,,,,13,63,,,,40415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404151,,,1176222,17647,378,355,221,134,2,0,0,0,21,0,93.92,58.47,35.45,0.53,0,0,0,5.56,0
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 404.15, Clayton County, Georgia",ga,150,0,ACSSF,5176,,,,,13,63,,,,40415,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404152,,,1337398,0,877,760,628,132,26,0,0,57,0,34,86.66,71.61,15.05,2.96,0,0,6.5,0,3.88
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 404.15, Clayton County, Georgia",ga,150,0,ACSSF,5177,,,,,13,63,,,,40415,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404153,,,970817,0,336,262,248,14,74,0,0,0,0,0,77.98,73.81,4.17,22.02,0,0,0,0,0
1.3063E+11,Block Group 4,"Block Group 4, Census Tract 404.15, Clayton County, Georgia",ga,150,0,ACSSF,5178,,,,,13,63,,,,40415,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404154,,,551185,0,1403,991,730,261,60,0,0,115,71,166,70.63,52.03,18.6,4.28,0,0,8.2,5.06,11.83
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 404.16, Clayton County, Georgia",ga,150,0,ACSSF,5179,,,,,13,63,,,,40416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404161,,,1911861,0,778,690,565,125,12,0,0,62,14,0,88.69,72.62,16.07,1.54,0,0,7.97,1.8,0
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 404.16, Clayton County, Georgia",ga,150,0,ACSSF,5180,,,,,13,63,,,,40416,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404162,,,1925115,5456,898,805,615,190,52,0,0,28,0,13,89.64,68.49,21.16,5.79,0,0,3.12,0,1.45
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 404.17, Clayton County, Georgia",ga,150,0,ACSSF,5181,,,,,13,63,,,,40417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404171,,,1232105,0,1245,990,901,89,128,0,0,107,0,20,79.52,72.37,7.15,10.28,0,0,8.59,0,1.61
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 404.17, Clayton County, Georgia",ga,150,0,ACSSF,5182,,,,,13,63,,,,40417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404172,,,652901,0,390,377,342,35,0,0,0,0,0,13,96.67,87.69,8.97,0,0,0,0,0,3.33
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 404.17, Clayton County, Georgia",ga,150,0,ACSSF,5183,,,,,13,63,,,,40417,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630404173,,,3283969,15499,855,846,753,93,0,0,0,0,9,0,98.95,88.07,10.88,0,0,0,0,1.05,0
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.09, Clayton County, Georgia",ga,150,0,ACSSF,5184,,,,,13,63,,,,40509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405091,,,2457285,10184,886,829,766,63,39,0,0,0,9,9,93.57,86.46,7.11,4.4,0,0,0,1.02,1.02
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.09, Clayton County, Georgia",ga,150,0,ACSSF,5185,,,,,13,63,,,,40509,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405092,,,2714362,34204,1237,1135,961,174,47,0,0,0,23,32,91.75,77.69,14.07,3.8,0,0,0,1.86,2.59
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.10, Clayton County, Georgia",ga,150,0,ACSSF,5186,,,,,13,63,,,,40510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405101,,,1360114,4593,1092,838,833,5,153,14,0,0,21,66,76.74,76.28,0.46,14.01,1.28,0,0,1.92,6.04
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.10, Clayton County, Georgia",ga,150,0,ACSSF,5187,,,,,13,63,,,,40510,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405102,,,1680884,3136,566,513,414,99,34,0,0,0,7,12,90.64,73.14,17.49,6.01,0,0,0,1.24,2.12
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.12, Clayton County, Georgia",ga,150,0,ACSSF,5188,,,,,13,63,,,,40512,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405121,,,1418162,10577,1029,827,690,137,109,0,26,67,0,0,80.37,67.06,13.31,10.59,0,2.53,6.51,0,0
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.12, Clayton County, Georgia",ga,150,0,ACSSF,5189,,,,,13,63,,,,40512,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405122,,,1022974,15473,359,294,207,87,34,0,0,0,0,31,81.89,57.66,24.23,9.47,0,0,0,0,8.64
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 405.12, Clayton County, Georgia",ga,150,0,ACSSF,5190,,,,,13,63,,,,40512,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405123,,,2057010,0,1278,1232,1038,194,20,0,0,0,0,26,96.4,81.22,15.18,1.56,0,0,0,0,2.03
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.13, Clayton County, Georgia",ga,150,0,ACSSF,5191,,,,,13,63,,,,40513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405131,,,2082600,83161,431,378,304,74,39,0,0,0,0,14,87.7,70.53,17.17,9.05,0,0,0,0,3.25
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.13, Clayton County, Georgia",ga,150,0,ACSSF,5192,,,,,13,63,,,,40513,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405132,,,2272784,14401,508,496,464,32,12,0,0,0,0,0,97.64,91.34,6.3,2.36,0,0,0,0,0
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 405.13, Clayton County, Georgia",ga,150,0,ACSSF,5193,,,,,13,63,,,,40513,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405133,,,2532189,16212,1182,1105,1014,91,49,0,0,0,18,10,93.49,85.79,7.7,4.15,0,0,0,1.52,0.85
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.19, Clayton County, Georgia",ga,150,0,ACSSF,5207,,,,,13,63,,,,40519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405191,,,1128273,14656,1871,1572,1478,94,272,0,0,0,27,0,84.02,79,5.02,14.54,0,0,0,1.44,0
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.19, Clayton County, Georgia",ga,150,0,ACSSF,5208,,,,,13,63,,,,40519,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405192,,,443140,4283,792,479,323,156,222,0,0,0,0,91,60.48,40.78,19.7,28.03,0,0,0,0,11.49
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.20, Clayton County, Georgia",ga,150,0,ACSSF,5209,,,,,13,63,,,,40520,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405201,,,487341,8430,406,388,329,59,0,0,0,0,0,18,95.57,81.03,14.53,0,0,0,0,0,4.43
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.20, Clayton County, Georgia",ga,150,0,ACSSF,5210,,,,,13,63,,,,40520,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405202,,,786171,15053,451,336,305,31,27,0,0,59,29,0,74.5,67.63,6.87,5.99,0,0,13.08,6.43,0
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 405.20, Clayton County, Georgia",ga,150,0,ACSSF,5211,,,,,13,63,,,,40520,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405203,,,883097,0,1079,930,772,158,120,0,0,0,20,9,86.19,71.55,14.64,11.12,0,0,0,1.85,0.83
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.21, Clayton County, Georgia",ga,150,0,ACSSF,5212,,,,,13,63,,,,40521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405211,,,1829488,0,623,552,422,130,71,0,0,0,0,0,88.6,67.74,20.87,11.4,0,0,0,0,0
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.21, Clayton County, Georgia",ga,150,0,ACSSF,5213,,,,,13,63,,,,40521,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405212,,,797559,0,683,608,480,128,47,0,0,0,0,28,89.02,70.28,18.74,6.88,0,0,0,0,4.1
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.22, Clayton County, Georgia",ga,150,0,ACSSF,5214,,,,,13,63,,,,40522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405221,,,1628829,2298,927,839,719,120,22,0,0,30,10,26,90.51,77.56,12.94,2.37,0,0,3.24,1.08,2.8
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 405.22, Clayton County, Georgia",ga,150,0,ACSSF,5215,,,,,13,63,,,,40522,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405222,,,1152776,0,934,819,707,112,39,0,0,0,0,76,87.69,75.7,11.99,4.18,0,0,0,0,8.14
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 405.22, Clayton County, Georgia",ga,150,0,ACSSF,5216,,,,,13,63,,,,40522,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405223,,,2218479,14095,334,296,271,25,20,0,0,0,0,18,88.62,81.14,7.49,5.99,0,0,0,0,5.39
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.23, Clayton County, Georgia",ga,150,0,ACSSF,5217,,,,,13,63,,,,40523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405231,,,2700345,1216,1482,1301,1194,107,94,0,0,64,11,12,87.79,80.57,7.22,6.34,0,0,4.32,0.74,0.81
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 405.24, Clayton County, Georgia",ga,150,0,ACSSF,5218,,,,,13,63,,,,40524,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405241,,,1157771,0,425,299,238,61,46,0,0,0,0,80,70.35,56,14.35,10.82,0,0,0,0,18.82
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 405.24, Clayton County, Georgia",ga,150,0,ACSSF,5220,,,,,13,63,,,,40524,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630405243,,,977868,0,692,628,470,158,38,0,0,0,0,26,90.75,67.92,22.83,5.49,0,0,0,0,3.76
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 406.09, Clayton County, Georgia",ga,150,0,ACSSF,5232,,,,,13,63,,,,40609,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630406093,,,2232863,9458,1309,1222,1111,111,30,0,0,0,10,47,93.35,84.87,8.48,2.29,0,0,0,0.76,3.59
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 406.16, Clayton County, Georgia",ga,150,0,ACSSF,5246,,,,,13,63,,,,40616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630406161,,,2897169,3053,2801,2604,2404,200,44,0,0,30,20,103,92.97,85.83,7.14,1.57,0,0,1.07,0.71,3.68
1.3063E+11,Block Group 2,"Block Group 2, Census Tract 406.16, Clayton County, Georgia",ga,150,0,ACSSF,5247,,,,,13,63,,,,40616,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630406162,,,894885,3346,273,273,209,64,0,0,0,0,0,0,100,76.56,23.44,0,0,0,0,0,0
1.3063E+11,Block Group 3,"Block Group 3, Census Tract 406.16, Clayton County, Georgia",ga,150,0,ACSSF,5248,,,,,13,63,,,,40616,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630406163,,,2786500,23391,1170,1159,971,188,0,0,0,11,0,0,99.06,82.99,16.07,0,0,0,0.94,0,0
1.3063E+11,Block Group 1,"Block Group 1, Census Tract 406.17, Clayton County, Georgia",ga,150,0,ACSSF,5249,,,,,13,63,,,,40617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130630406171,,,1077341,5687,417,377,229,148,9,0,0,21,10,0,90.41,54.92,35.49,2.16,0,0,5.04,2.4,0
1.3064E+11,Block Group 1,"Block Group 1, Census Tract 9800, Clayton County, Georgia",ga,150,0,ACSSF,5257,,,,,13,63,,,,980000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130639800001,,,14772110,2679,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 302.09, Cobb County, Georgia",ga,150,0,ACSSF,5279,,,,,13,67,,,,30209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302091,,,4638358,27791,1498,1274,1204,70,0,0,0,0,49,175,85.05,80.37,4.67,0,0,0,0,3.27,11.68
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 302.09, Cobb County, Georgia",ga,150,0,ACSSF,5280,,,,,13,67,,,,30209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302092,,,4733073,63606,1109,968,831,137,0,0,0,39,0,102,87.29,74.93,12.35,0,0,0,3.52,0,9.2
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 302.09, Cobb County, Georgia",ga,150,0,ACSSF,5281,,,,,13,67,,,,30209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302093,,,4234811,0,1304,1159,979,180,0,0,0,0,36,109,88.88,75.08,13.8,0,0,0,0,2.76,8.36
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 302.30, Cobb County, Georgia",ga,150,0,ACSSF,5317,,,,,13,67,,,,30230,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302302,,,8718832,68544,3804,3154,3154,0,0,16,0,117,109,408,82.91,82.91,0,0,0.42,0,3.08,2.87,10.73
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 302.31, Cobb County, Georgia",ga,150,0,ACSSF,5318,,,,,13,67,,,,30231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302311,,,1730886,0,355,274,274,0,0,0,0,0,11,70,77.18,77.18,0,0,0,0,0,3.1,19.72
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 302.31, Cobb County, Georgia",ga,150,0,ACSSF,5319,,,,,13,67,,,,30231,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302312,,,3517727,36775,886,743,651,92,0,0,0,0,22,121,83.86,73.48,10.38,0,0,0,0,2.48,13.66
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 302.31, Cobb County, Georgia",ga,150,0,ACSSF,5320,,,,,13,67,,,,30231,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302313,,,2566537,51520,965,820,781,39,0,0,0,0,0,145,84.97,80.93,4.04,0,0,0,0,0,15.03
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 302.32, Cobb County, Georgia",ga,150,0,ACSSF,5322,,,,,13,67,,,,30232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302321,,,6189093,0,1768,1449,1251,198,0,0,0,0,0,319,81.96,70.76,11.2,0,0,0,0,0,18.04
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 302.32, Cobb County, Georgia",ga,150,0,ACSSF,5323,,,,,13,67,,,,30232,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302322,,,4001184,0,1678,1477,1437,40,0,15,21,0,0,165,88.02,85.64,2.38,0,0.89,1.25,0,0,9.83
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 302.33, Cobb County, Georgia",ga,150,0,ACSSF,5324,,,,,13,67,,,,30233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302331,,,3921391,38153,1043,790,764,26,0,0,0,0,133,120,75.74,73.25,2.49,0,0,0,0,12.75,11.51
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 302.33, Cobb County, Georgia",ga,150,0,ACSSF,5325,,,,,13,67,,,,30233,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670302332,,,3156443,0,1520,1416,1273,143,0,0,0,0,10,94,93.16,83.75,9.41,0,0,0,0,0.66,6.18
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.18, Cobb County, Georgia",ga,150,0,ACSSF,5358,,,,,13,67,,,,30318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303181,,,4227584,191337,892,735,722,13,0,0,0,11,24,122,82.4,80.94,1.46,0,0,0,1.23,2.69,13.68
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.18, Cobb County, Georgia",ga,150,0,ACSSF,5359,,,,,13,67,,,,30318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303182,,,4126430,99692,1205,950,927,23,0,0,0,0,30,225,78.84,76.93,1.91,0,0,0,0,2.49,18.67
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 303.18, Cobb County, Georgia",ga,150,0,ACSSF,5360,,,,,13,67,,,,30318,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303183,,,3140465,47451,1280,1156,1078,78,0,0,0,0,0,124,90.31,84.22,6.09,0,0,0,0,0,9.69
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.19, Cobb County, Georgia",ga,150,0,ACSSF,5361,,,,,13,67,,,,30319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303191,,,4483532,590727,905,665,609,56,57,0,0,28,7,148,73.48,67.29,6.19,6.3,0,0,3.09,0.77,16.35
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.19, Cobb County, Georgia",ga,150,0,ACSSF,5362,,,,,13,67,,,,30319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303192,,,2417314,57848,1292,1184,1080,104,8,0,0,0,0,100,91.64,83.59,8.05,0.62,0,0,0,0,7.74
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.20, Cobb County, Georgia",ga,150,0,ACSSF,5363,,,,,13,67,,,,30320,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303201,,,2957181,0,2056,1733,1560,173,50,0,0,101,0,172,84.29,75.88,8.41,2.43,0,0,4.91,0,8.37
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.20, Cobb County, Georgia",ga,150,0,ACSSF,5364,,,,,13,67,,,,30320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303202,,,2606073,6843,953,824,824,0,0,0,0,0,19,110,86.46,86.46,0,0,0,0,0,1.99,11.54
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 303.20, Cobb County, Georgia",ga,150,0,ACSSF,5365,,,,,13,67,,,,30320,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303203,,,3334948,303154,1213,1091,1091,0,0,0,0,9,0,113,89.94,89.94,0,0,0,0,0.74,0,9.32
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.33, Cobb County, Georgia",ga,150,0,ACSSF,5388,,,,,13,67,,,,30333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303331,,,3631422,60479,1505,1212,1111,101,36,0,0,0,21,236,80.53,73.82,6.71,2.39,0,0,0,1.4,15.68
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.33, Cobb County, Georgia",ga,150,0,ACSSF,5389,,,,,13,67,,,,30333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303332,,,2243367,17243,636,556,533,23,0,0,0,0,0,80,87.42,83.81,3.62,0,0,0,0,0,12.58
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.39, Cobb County, Georgia",ga,150,0,ACSSF,5402,,,,,13,67,,,,30339,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303391,,,1699055,88215,1743,1581,1453,128,15,14,0,0,0,133,90.71,83.36,7.34,0.86,0.8,0,0,0,7.63
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.39, Cobb County, Georgia",ga,150,0,ACSSF,5403,,,,,13,67,,,,30339,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303392,,,2464810,305122,3309,3150,3053,97,0,0,0,18,0,141,95.19,92.26,2.93,0,0,0,0.54,0,4.26
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.44, Cobb County, Georgia",ga,150,0,ACSSF,5413,,,,,13,67,,,,30344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303441,,,937749,2585,1715,1594,1528,66,25,0,0,0,41,55,92.94,89.1,3.85,1.46,0,0,0,2.39,3.21
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.44, Cobb County, Georgia",ga,150,0,ACSSF,5414,,,,,13,67,,,,30344,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303442,,,1041877,20059,361,333,333,0,0,0,0,0,0,28,92.24,92.24,0,0,0,0,0,0,7.76
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 303.44, Cobb County, Georgia",ga,150,0,ACSSF,5415,,,,,13,67,,,,30344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303443,,,334334,0,479,468,443,25,0,0,0,0,11,0,97.7,92.48,5.22,0,0,0,0,2.3,0
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 303.45, Cobb County, Georgia",ga,150,0,ACSSF,5416,,,,,13,67,,,,30345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303451,,,2190829,18219,1824,1601,1404,197,46,0,0,32,14,131,87.77,76.97,10.8,2.52,0,0,1.75,0.77,7.18
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 303.45, Cobb County, Georgia",ga,150,0,ACSSF,5417,,,,,13,67,,,,30345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670303452,,,310604,0,195,195,195,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
